,จังหวัด,เขต,พรรค,ผลคะแนน,ภาค
ประชาชาติ,สุรินทร์,5,ประชาชาติ,658,ภาคอีสาน
พลังไทยรักชาติ,สุรินทร์,5,พลังไทยรักชาติ,550,ภาคอีสาน
ทางเลือกใหม่,สุรินทร์,5,ทางเลือกใหม่,486,ภาคอีสาน
ชาติไทยพัฒนา,สุรินทร์,5,ชาติไทยพัฒนา,480,ภาคอีสาน
พลังชาติไทย,สุรินทร์,5,พลังชาติไทย,437,ภาคอีสาน
รวมใจไทย,สุรินทร์,5,รวมใจไทย,428,ภาคอีสาน
เศรษฐกิจใหม่,สุรินทร์,5,เศรษฐกิจใหม่,410,ภาคอีสาน
ชาติพัฒนา,สุรินทร์,5,ชาติพัฒนา,405,ภาคอีสาน
ประชานิยม,สุรินทร์,5,ประชานิยม,309,ภาคอีสาน
พลังท้องถิ่นไท,สุรินทร์,5,พลังท้องถิ่นไท,215,ภาคอีสาน
เพื่อแผ่นดิน,สุรินทร์,5,เพื่อแผ่นดิน,207,ภาคอีสาน
รวมพลังประชาชาติไทย,สุรินทร์,5,รวมพลังประชาชาติไทย,189,ภาคอีสาน
พลังไทยรักไทย,สุรินทร์,5,พลังไทยรักไทย,185,ภาคอีสาน
สามัญชน,สุรินทร์,5,สามัญชน,164,ภาคอีสาน
ไทรักธรรม,สุรินทร์,5,ไทรักธรรม,148,ภาคอีสาน
ครูไทยเพื่อประชาชน,สุรินทร์,5,ครูไทยเพื่อประชาชน,135,ภาคอีสาน
ไทยศรีวิไลย์,สุรินทร์,5,ไทยศรีวิไลย์,133,ภาคอีสาน
ประชาภิวัฒน์,สุรินทร์,5,ประชาภิวัฒน์,125,ภาคอีสาน
พลังศรัทธา,สุรินทร์,5,พลังศรัทธา,66,ภาคอีสาน
รักษ์ผืนป่าประเทศไทย,สุรินทร์,5,รักษ์ผืนป่าประเทศไทย,66,ภาคอีสาน
พลังปวงชนไทย,สุรินทร์,5,พลังปวงชนไทย,51,ภาคอีสาน
ประชาชนปฏิรูป,สุรินทร์,5,ประชาชนปฏิรูป,50,ภาคอีสาน
ภาคีเครือข่ายไทย,สุรินทร์,5,ภาคีเครือข่ายไทย,40,ภาคอีสาน
มหาชน,สุรินทร์,5,มหาชน,38,ภาคอีสาน
พลังประชาธิปไตย,สุรินทร์,5,พลังประชาธิปไตย,37,ภาคอีสาน
ประชาธรรมไทย,สุรินทร์,5,ประชาธรรมไทย,32,ภาคอีสาน
แทนคุณแผ่นดิน,สุรินทร์,5,แทนคุณแผ่นดิน,21,ภาคอีสาน
เพื่อไทย,สุรินทร์,6,เพื่อไทย,23394,ภาคอีสาน
พลังประชารัฐ,สุรินทร์,6,พลังประชารัฐ,22323,ภาคอีสาน
ภูมิใจไทย,สุรินทร์,6,ภูมิใจไทย,18713,ภาคอีสาน
เพื่อชาติ,สุรินทร์,6,เพื่อชาติ,11209,ภาคอีสาน
ประชาชาติ,สุรินทร์,6,ประชาชาติ,4231,ภาคอีสาน
ประชาธิปัตย์,สุรินทร์,6,ประชาธิปัตย์,1557,ภาคอีสาน
เสรีรวมไทย,สุรินทร์,6,เสรีรวมไทย,1071,ภาคอีสาน
เศรษฐกิจใหม่,สุรินทร์,6,เศรษฐกิจใหม่,984,ภาคอีสาน
ชาติไทยพัฒนา,สุรินทร์,6,ชาติไทยพัฒนา,948,ภาคอีสาน
พลังชาติไทย,สุรินทร์,6,พลังชาติไทย,669,ภาคอีสาน
ครูไทยเพื่อประชาชน,สุรินทร์,6,ครูไทยเพื่อประชาชน,661,ภาคอีสาน
ประชาภิวัฒน์,สุรินทร์,6,ประชาภิวัฒน์,493,ภาคอีสาน
พลังปวงชนไทย,สุรินทร์,6,พลังปวงชนไทย,409,ภาคอีสาน
รวมพลังประชาชาติไทย,สุรินทร์,6,รวมพลังประชาชาติไทย,313,ภาคอีสาน
พลังไทสร้างชาติ,สุรินทร์,6,พลังไทสร้างชาติ,309,ภาคอีสาน
พลังท้องถิ่นไท,สุรินทร์,6,พลังท้องถิ่นไท,239,ภาคอีสาน
ประชาธิปไตยใหม่,สุรินทร์,6,ประชาธิปไตยใหม่,223,ภาคอีสาน
ประชาธรรมไทย,สุรินทร์,6,ประชาธรรมไทย,217,ภาคอีสาน
รักษ์ผืนป่าประเทศไทย,สุรินทร์,6,รักษ์ผืนป่าประเทศไทย,213,ภาคอีสาน
ไทยศรีวิไลย์,สุรินทร์,6,ไทยศรีวิไลย์,145,ภาคอีสาน
รักท้องถิ่นไทย,สุรินทร์,6,รักท้องถิ่นไทย,130,ภาคอีสาน
พลังไทยรักไทย,สุรินทร์,6,พลังไทยรักไทย,127,ภาคอีสาน
